04.01.000011,ALAMBRE GALVANIZADO CALIBRE 14,KILO,"0,00","19,00","0,00"
04.01.000012,ALAMBRE GALVANIZADO CALIBRE 16,KILO,"0,00","19,00","0,00"
04.01.000013,ALAMBRE GALVANIZADO CALIBRE 18,KILO,"0,00","19,00","0,00"
04.01.000014,ALAMBRE GALVANIZADO CALIBRE 11,KILO,"0,00","19,00","0,00"
04.01.000015,ALAMBRE GALVANIZADO CALIBRE 13,KILO,"0,00","19,00","0,00"
04.01.00006,ALAMBRE GALV,ROLLO,"0,00","19,00","0,00"
04.01.00007,ALAMBRE GALVANIZADO CALIBRE 8,KILO,"0,00","19,00","0,00"
04.01.00008,ALAMBRE DE PUA CAL 12.5 X 350,ROLLO,"0,00","19,00","0,00"
04.01.00009,ALAMBRE GALVANIZADO CALIBRE 10,KILO,"0,00","19,00","0,00"
04.02.00011,VARILLA GRAFILADA 5.0 MM X 12 M PRODUCTO NO ESTRUCTURAL,UND,"0,00","19,00","0,00"
04.02.00016,ALAMBRE GRAFILADO 3.00MM,KILO,"0,00","19,00","0,00"
04152101,ALMADANA REF 1521-1 CABO MAD,UND,"0,00","19,00","28,00"
04152102,ALMADANA REF 1521-2 CON CABO,UND,"0,00","19,00","26,00"
04152103,ALMADANA REF 1521-3 CON CABO,UND,"0,00","19,00","8,00"
04152104,ALDAMANA REF 1521-4 CON CABO,UND,"0,00","19,00","18,00"
04152106,ALMADANA 1521-6 CON CABO,UND,"0,00","19,00","16,00"
04152116,ALMADANA REF 1521-16 CON CABO,UND,"0,00","19,00","4,00"
04164-PR,RECTANGULAR 38*76*0.80*6000MM,UND,"0,00","19,00","123,00"
05.01.004,CEMENTO BLANCO 1KG,SAC,"0,00","19,00","0,00"
05.01.008,CEMENTO 42.5 KG GRIS,SACO,"0,00","0,00","0,00"
05356720,PALA HERRAGRO REF 3567-20,UND,"0,00","5,00","19,00"
05430320,PALA REF 4303-20 CUADRADA,UND,"0,00","5,00","61,00"
05430340,PALA REF 4303-40 CUADRADA,UND,"0,00","5,00","54,00"
05540610,PALA HOYADOR REF 5406-10,UND,"0,00","5,00","22,00"
05540810,PALADRAGA REF 5408-10 CAL 13,UND,"0,00","5,00","6,00"
05540816,PALADRAGA CAL. 16 HERRAGRO,UND,"0,00","5,00","0,00"
05605620,PALA REF 6056-20 HERRAGRO,UND,"0,00","5,00","38,00"
05605640,PALA REF 6056-40 HERRAGRO,UND,"0,00","5,00","139,00"
05692110,PALA REF 6921-10 CA,UND,"0,00","5,00","30,00"
05700010,PALA CARBONERA REF 7000-10,UND,"0,00","5,00","39,00"
05700120,PALA CARBONERA #2 7001-20,UND,"0,00","5,00","0,00"
06.01.000011,TEJA LATERAL PLANO # 4 DER,UND,"0,00","19,00","0,00"
06.01.000015,TEJA ZINC NO. 5 (1.5MTRS),UND,"0,00","19,00","0,00"
06.01.000016,JUEGO DE PLATINA P/CLARABOYA,UND,"0,00","19,00","220,00"
06.01.000018,TEJA TRZ GALV,UND,"0,00","19,00","0,00"
06.01.000019,TEJA CABALLETE TZA GALV,UND,"0,00","19,00","0,00"
06.01.000020,TEJA PLASTICA AJOVER,UND,"0,00","19,00","0,00"
06.01.000021,TEJA ALIMINIO CANAL TRAPES,UND,"0,00","19,00","0,00"
06.01.000026,TEJA ZINC 2.40 CAL 35 IMP,UND,"0,00","19,00","0,00"
06.01.00006,TEJA OND NO. 12 (3.60 MTRS),UND,"0,00","19,00","0,00"
06.01.00007,TEJA OND NO. 7 (2.15 MTRS ),UND,"0,00","19,00","380,00"
06.01.00010,TEJA CABALLETE FIJ,UND,"0,00","19,00","306,00"
06.01.00011,TEJA CABALLETEOND,UND,"0,00","19,00","202,00"
06.01.00013,TEJA CLARABOYA,UND,"0,00","19,00","16,00"
06.01.01.00014,TEJA AGROPLAST P3  N° 10 ROJO,UND,"0,00","19,00","2,00"
06.03.01.0001,JOINT COMPOUND TOPTEC CUÑETE,UND,"0,00","19,00","0,00"
06000NB,TUBO ESTRUC. 50X50 CAL1.5MM X 6M,UND,"0,00","19,00","0,00"
06431035,HACHA REF.4310-3. 1/2 FORJADA,UND,"0,00","5,00","6,00"
06431038,HACHA HERRAGRO 4310-38 C/LARGO,UND,"0,00","5,00","3,00"
07.01.00001,PLATINA DE 2  X 1/4,UND,"0,00","19,00","0,00"
07.01.00002,PLATINA DE 1  X 1/4,UND,"0,00","19,00","0,00"
07.01.00003,PLATINA DE 1 1/2 X 3/16,UND,"0,00","19,00","0,00"
07.01.00004,PLATINA DE 3/4*1/8 X 6 mts,UNDA,"0,00","19,00","0,00"
07.01.00005,PLATINA DE 1  X 1/2,UND,"0,00","19,00","0,00"
07.01.00006,PLATINA DE 2  X 3/8,UND,"0,00","19,00","0,00"
07.01.00007,PLATINA 1  X 3/8 X 6M,UND,"0,00","19,00","0,00"
07.01.00008,PLATINA DE 3/16 X 1 PULGADA X 6M,UND,"0,00","19,00","181,00"
07.01.00009,PLATINA DE 1 1/2  X 1/4 X 6 MTR,UND,"0,00","19,00","0,00"
07320512,BARRA REF 3205-12 FORJADA,UND,"0,00","5,00","12,00"
07320514,BARRA REF 3205-14 FORJADA,UND,"0,00","5,00","17,00"
07320516,BARRA REF 3205-16 FORJADA,UND,"0,00","5,00","64,00"
07320518,BARRA REF 3205-18 FORJADA,UND,"0,00","5,00","57,00"
08.01.00001,ANGULO 25 X 3MM ASTM A36,UND,"0,00","19,00","0,00"
08.01.000010,ANGULO MILIMETRICO 38X4.5 6M,UND,"0,00","19,00","0,00"
08.01.000015,ANGULO 4 X 1/4,UND,"0,00","19,00","0,00"
08.01.000020,ANGULO MILIMETRICO 38 X 3.0 6MTS,UND,"0,00","19,00","0,00"
08.01.000033,ANGULO 2 1/2 X 1/4 X 6M,UND,"0,00","19,00","0,00"
08.01.000037,ANGULO 3 X 1/4 X 6M,UND,"0,00","19,00","0,00"
08.01.000038,ANGULO 3 X 3/8,UND,"0,00","19,00","0,00"
08.01.00021,ANGULO 30 X 3.0,UND,"0,00","19,00","0,00"
08310510,ZAPAPICO C/MAD 3105-10,UND,"0,00","5,00","39,00"
08310550,ZAPAPICO 5 LB 3105 50 NEGRO,UND,"0,00","5,00","128,00"
09.01.00001,LAMINA PULIDA 4*8 0.90 (20),UND,"0,00","19,00","0,00"
09.01.000010,LAMINA 4.10 MM 4*8,UND,"0,00","19,00","0,00"
09.01.000011,LAMINA GALVANIZADA 24 4X8,UND,"0,00","19,00","0,00"
09.01.000012,LAMINA GALVANIZADA CAL 18 1.20 *2.40,UND,"0,00","19,00","0,00"
09.01.000013,LAMINA DE ALEACIONES DE ALUMINIO DE CANAL TRAPEZOIDAL 0.70MM X 0.96MTRS X 12M,UND,"0,00","19,00","0,00"
09.01.000014,LAM. ALFAJOR 3.0 3*1,UND,"0,00","19,00","0,00"
09.01.000015,LAMINA 1.2*2.4 CAL 23,UND,"0,00","19,00","0,00"
09.01.000016,LAMINA 2X1 CAL 0.90,UND,"0,00","19,00","0,00"
09.01.000017,LAMINA 3MM 2*1,UND,"0,00","19,00","0,00"
09.01.000018,LAMINA 2X1 6MM,UND,"0,00","19,00","0,00"
09.01.000019,LAMINA,UND,"0,00","19,00","0,00"
09.01.00002,LAMINA PULIDA 20 4 X8 0.85MM,UND,"0,00","19,00","0,00"
09.01.000020,LAMINA H.R. 4.5mm,UND,"0,00","19,00","0,00"
09.01.000021,LAMINA 2X1 CAL 0.85,UND,"0,00","19,00","0,00"
09.01.000022,LAMINA DE ALEACIONES DE ALUMINIO DE CANAL TRAPEZOIDAL 0.70MM X 0.50MTS X 2.40MTS,UNDA,"0,00","19,00","0,00"
09.01.000023,LAMINA METALDECK C22X1.2M,UND,"0,00","19,00","0,00"
09.01.000027,LAMINA METALDECK C22X1.4M,UND,"0,00","19,00","0,00"
09.01.000028,LAMINA METALDECK C22X7.8M,UND,"0,00","19,00","0,00"
09.01.000029,LAMINA METALDECK C22X2.4M,UND,"0,00","19,00","0,00"
09.01.00003,LAMINA 6.10 MM 4*8,UND,"0,00","19,00","0,00"
09.01.000031,LAMINA METALDECK C22X2.0M,UND,"0,00","19,00","0,00"
09.01.000032,LAMINA METALDECK C22X2.2M,UND,"0,00","19,00","0,00"
09.01.000033,LAMINA METALDECK C22X4.4M,UND,"0,00","19,00","0,00"
09.01.000034,LAMINA METALDECK C22X1.7M,UND,"0,00","19,00","0,00"
09.01.000035,LAMINA METALDECK C22X2.3M,UND,"0,00","19,00","0,00"
09.01.000036,LAMINA METALDECK C22X1.3M,UND,"0,00","19,00","0,00"
09.01.000037,LAMINA METALDECK C22X1.9M,UND,"0,00","19,00","0,00"
09.01.000038,LAMINA METALDECK C22X2.7M,UND,"0,00","19,00","0,00"
09.01.000039,TAPA LAMINA METALDECK,UND,"0,00","19,00","0,00"
09.01.00004,LAMINA PULIDA 1.20*2.40 (4*8),UND,"0,00","19,00","0,00"
09.01.000045,LAMINA METALDECK 3.1  AE40 18MT,UND,"0,00","19,00","0,00"
09.01.000046,LAMINA METALDECK 4.1  AE40 18MT,UND,"0,00","19,00","0,00"
09.01.000047,LAMINA METALDECK 5.1  AE40 18MT,UND,"0,00","19,00","0,00"
09.01.00005,LAMINA PULIDA 1.10 (4X8),UND,"0,00","19,00","0,00"
09.01.00006,LAMINA PULIDA 24 4 X 8,UND,"0,00","19,00","0,00"
09.01.00007,LAMINA PULIDA 22 2 X 1 (0.70),UND,"0,00","19,00","0,00"
09.01.00008,LAMINA H.R.8MM. (4*8),UND,"0,00","19,00","0,00"
10.01.00001,SOLDADURA WEST ARCO DE 1/8,UND,"0,00","19,00","0,00"
10000.01,ANGULO 3 X 5/16 * 6MTR,UND,"0,00","19,00","0,00"
1000005,VAR. CORR. A-60 X 6M: 9MM,UND,"0,00","19,00","9.014,00"
1000006,VAR. CORR. A60 X 6M: 3/8,UND,"0,00","19,00","6.486,00"
1000006.5,VAR. CORR. A-60 X 9M: 3/8,UND,"0,00","19,00","0,00"
1000007,VAR. CORR. A-60 X 12M: 3/8,UND,"0,00","19,00","4.969,00"
1000008,VAR. CORR. A-60 X 6M: 11MM,UND,"0,00","19,00","0,00"
1000009,VAR. CORR. A-60 X 6M: 12MM,UND,"0,00","19,00","1,00"
1000009.1,VAR. CORR. A-60 X 12M: 12MM,UND,"0,00","19,00","0,00"
1000010,VAR. CORR. A-60 X 6M: 1/2,UND,"0,00","19,00","5.827,00"
1000010.1,VAR. CORR. A-60 X 9M X 1/2,UND,"0,00","19,00","355,00"
1000011,VAR. CORR. A-60 X 12M X 1/2,UND,"0,00","19,00","4.613,00"
1000012,VAR. CORR. A-60 X 6M: 5/8,UND,"0,00","19,00","1.060,00"
1000013,VAR. CORR. A-60 X 12M: 5/8,UND,"0,00","19,00","1.222,00"
1000013.01,VAR. CORR. A-60 X 9M: 5/8,UND,"0,00","19,00","439,00"
1000013.1,VAR. CORR. A-60 X 14M: 5/8,UND,"0,00","19,00","1.632,00"
1000014,VAR. CORR. A-60 X 6M: 3/4,UND,"0,00","19,00","769,00"
1000015,VAR. CORR. A-60 X 12M: 3/4,UND,"0,00","19,00","442,00"
1000015.1,VAR. CORR. A-60 X 14M: 3/4,UND,"0,00","19,00","809,00"
1000015.2,VARILLA CORR A-60 3/4 X 9M,UND,"0,00","19,00","0,00"
1000015.3,VAR. CORR 3/4 X 11MTR,UND,"0,00","19,00","105,00"
1000016,VAR. CORR. A-60 X 6M: 7/8,UND,"0,00","19,00","286,00"
10000160,CHIPA GRAFIL 4.0 MM PRODUCTO NO ESTRUCTURAL,KG,"0,00","19,00","9.141,00"
10000160.1,CHIPA GRAFIL 5.0 MM PRODUCTO NO ESTRUCTURAL,KG,"0,00","19,00","4.619,00"
10000160.10,CHIPA GRAFIL 8.5 MM,KG,"0,00","19,00","0,00"
10000160.11,CHIPA GRAFIL 3.0 MM,KG,"0,00","19,00","0,00"
10000160.12,CHIPA GRAFIL 4.5 MM PRODUCTO NO ESTRUCTURAL,KG,"0,00","19,00","626,74"
10000160.2,CHIPA GRAFIL 5.5 MM,KG,"0,00","19,00","796,00"
10000160.3,CHIPA GRAFIL 6.0 MM,KG,"0,00","19,00","16.662,41"
10000160.31,VARILLA GRAFILADA 7.0 MM X 12 MTS,UND,"0,00","19,00","0,00"
10000160.36,MALLA ESPECIAL CLIENTE  4.0 MM KG,KG,"0,00","19,00","0,00"
10000160.37,MALLA ESPECIAL CLIENTE  4.5 MM KG,KILO,"0,00","19,00","0,00"
10000160.38,MALLA ESPECIAL CLIENTE  5.0 MM KG,KILOS,"0,00","19,00","0,00"
10000160.39,MALLA ESPECIAL CLIENTE  5.5 MM KG,KILOS,"0,00","19,00","0,00"
10000160.4,CHIPA GRAFIL 6.5 MM,KG,"0,00","19,00","3.431,31"
10000160.41,MALLA ESPECIAL CLIENTE  6.0 MM KG,KILOS,"0,00","19,00","0,00"
10000160.42,MALLA ESPECIAL CLIENTE  6.5 MM KG,KILO,"0,00","19,00","0,00"
10000160.43,MALLA ESPECIAL CLIENTE  7.0 MM KG,KILOS,"0,00","19,00","0,00"
10000160.45,MALLA ESPECIAL CLIENTE  7.5 MM KG,KILOS,"0,00","19,00","0,00"
10000160.46,MALLA ESPECIAL CLIENTE  8.0 MM KG,KILOS,"0,00","19,00","1,00"
10000160.48,MALLA ESPECIAL CLIENTE  9.0 MM KG,KILOS,"0,00","19,00","0,00"
10000160.49,MALLA ESPECIAL CLIENTE  9.5 MM KG,KILOS,"0,00","19,00","0,00"
10000160.5,CHIPA GRAFIL 7.0 MM,KG,"0,00","19,00","41.668,34"
10000160.6,CHIPA GRAFIL 7.5 MM,KG,"0,00","19,00","519,24"
10000168.8,CHIPA GRAFIL 8.0 MM,KG,"0,00","19,00","4.076,98"
1000017,VAR. CORR. A-60 X 12M: 7/8,UND,"0,00","19,00","141,00"
1000017.1,VAR. CORR. A-60 X 14M: 7/8,UND,"0,00","19,00","192,00"
1000017.2,VAR. CORR. A-60 X 9M: 7/8,UND,"0,00","19,00","24,00"
1000017.3,VAR. CORR. A-60 X 15M: 7/8,UND,"0,00","19,00","215,00"
1000018,VAR. CORR. A-60 X 6M: 1,UND,"0,00","19,00","105,00"
10000180.1,"GRAPA 1"" 1/4 X 1000 GR",UND,"0,00","19,00","15,00"
1000019,VAR. CORR. A-60 X 12M: 1,UND,"0,00","19,00","384,00"
1000019.1,"VAR. CORR. A-60 X 14M: 1""",UND,"0,00","19,00","78,00"
1000019.2,VARILLA CORR A-60 1 X 9M,UND,"0,00","19,00","366,00"
1000020,ANGULO 20X3MM,UND,"0,00","19,00","0,00"
1000020.1,ANGULO 3/4 X 1/8,UND,"0,00","19,00","0,00"
1000021,ANGULO 1 X 1/8,UND,"0,00","19,00","0,00"
1000021.1,ANGULO 1 X 3/16 X 6 M,UND,"0,00","19,00","0,00"
1000022,VAR. CORR. 1 1/4  X 12 MTS,UND,"0,00","19,00","7,00"
1000022.1,VAR. CORR 1 1/4 * 9 MTS,UND,"0,00","19,00","0,00"
1000022.3,VAR. CORR 1 1/4 X 6 MTR,UND,"0,00","19,00","10,00"
1000022.4,HIERRO FIGURADO 1 1/4,KG,"0,00","19,00","35.722,32"
1000022.5,DESP. VAR. 1 1/4* KG,KG,"0,00","19,00","178,00"
1000022.6,VAR. CORR 1 1/4 * 8 MTS,UND,"0,00","19,00","120,00"
1000025,ANGULO MILIMETRICO 25 *4.5,UND,"0,00","19,00","0,00"
1000025.1,ANGULO MILIMETRICO 25 * 2.5MM,UND,"0,00","19,00","1,00"
1000026.5,ANGULO 1.1/4 X 1/8,UND,"0,00","19,00","0,00"
1000026.6,ANGULO 1.1/4 X 3/16,UND,"0,00","19,00","0,00"
1000027,ANGULO 1  1/2 X 3/16,UND,"0,00","19,00","0,00"
1000027.5,ANGULO 1  1/2 X 1/8 36 ASTM A36,UND,"0,00","19,00","0,00"
1000028,ANGULO 1  1/2 X 1/4 6M,UND,"0,00","19,00","0,00"
1000029,ANGULO 2 X 1/8,UND,"0,00","19,00","0,00"
1000030,ANGULO 2 X 3/16,UND,"0,00","19,00","0,00"
1000031,ANGULO 2 X 1/4,UND,"0,00","19,00","0,00"
1000032.1,ANGULO 2 1/2 X 3/16 36 ASTM A36,UND,"0,00","19,00","0,00"
1000033,ANGULO 2 1/2 X 1/4 X 12M,UND,"0,00","19,00","0,00"
1000035,CHIPA LISA 1/4,KG,"0,00","19,00","32.947,00"
1000035.1,CHIPA LISA 5.5 MM,KG,"0,00","19,00","17.146,00"
1000035.4,CHIPA LISA 10MM,KG,"0,00","19,00","0,00"
1000036,CHIPA LISA 3/8,KG,"0,00","19,00","0,00"
1000036.2,CHIPA CORR 8.5 MM,KG,"0,00","19,00","5.947,40"
1000036.3,CHIPA LISA 8MM,KG,"0,00","19,00","65.965,00"
1000036.8.5,HIERRO FIGURADO 8.5MM XKG CORR A-60,KG,"0,00","19,00","0,00"
1000037,CHIPA CORR 9MM,KG,"0,00","19,00","111,00"
1000037.1,CHIPA CORR  12MM,KG,"0,00","19,00","0,00"
1000037.2,CHIPA CORR  1/2,KG,"0,00","19,00","117.338,00"
1000037.3,CHIPA LISA 1/2,KG,"0,00","19,00","0,00"
1000037.4,HIERRO FIGURADO 11MM,KG,"0,00","19,00","0,00"
1000037.5,CHIPA CORR 5/8,KG,"0,00","19,00","0,00"
1000037.6,CHIPA CORR 3/8,KG,"0,00","19,00","177.101,93"
1000038,CHIPA CORR 1/4,KG,"0,00","19,00","60.677,84"
1000039,VARILLA LISA 3/8  X 6M,UND,"0,00","19,00","0,00"
1000039.12,VARILLA LISA 8MM X 6 MTR,UND,"0,00","19,00","0,00"
1000039.2,VARILLA LISA 1/4 X 6MTR,UND,"0,00","19,00","0,00"
1000039.3,VARILLA LISA 6.5MM * 6M,UND,"0,00","19,00","0,00"
100004,ANGULO 19.0MM X 2.5MM 6M,UND,"0,00","19,00","0,00"
1000041,VARILLA LISA 1/2 X 6M,UND,"0,00","19,00","184,00"
1000042,VARILLA LISA 5/8 X 6M,UND,"0,00","19,00","104,00"
1000043,VARILLA LISA 3/4  X 6M,UND,"0,00","19,00","0,00"
1000043.1,VARILLA LISA 7/8 X 6M,UND,"0,00","19,00","9,00"
1000044,VARILLA CUADRADA 3/8 X 6M,UND,"0,00","19,00","302,00"
1000045,VARILLA CUADRADA 12MM X 6M,UND,"0,00","19,00","20,00"
1000046,HIERRO FIGURADO 1/4,KG,"0,00","19,00","53.186,52"
1000047,HIERRO FIGURADO 3/8,KG,"0,00","19,00","12.491,97"
1000048,"PUNTILLA 1"" * 500",CAJA,"0,00","19,00","831,00"
1000049,PUNTILLA 1 1/2 X 500gr,CAJA,"0,00","19,00","0,00"
1000050,PUNTILLA 2 X 500gr,CAJA,"0,00","19,00","3.449,00"
1000050.2,MALLA ROLLO 4MM X 50 M2,ROLLO,"0,00","19,00","0,00"
1000051,PUNTILLA 2 1/2 X 500GR,CAJA,"0,00","19,00","1.419,00"
1000053,HIERRO FIGURADO 1/2,KG,"0,00","19,00","60.680,90"
1000054,HIERRO FIGURADO 5/8,KG,"0,00","19,00","91.190,39"
1000055,HIERRO FIGURADO 3/4,KG,"0,00","19,00","2.251,00"
